artist,genres
Itzy,K-Pop/Dance-Pop/Pop Rap
FogHorn,Shoegaze
Raulín Rosendo,Not Found
"Slaughter Beach, Dog",Indie Rock/Singer-Songwriter
Sipper,Indie Rock/Indie Pop
Yeat,Trap/Rage/Pop Rap
Betty Chung,Not Found
Caroline Rose,Indie Pop/Indie Rock/Synthpop
Yellow Magic Orchestra,Synthpop/Electro-Disco/Ambient House
NCT DREAM,K-Pop/Dance-Pop/Pop Rap
Sarah Borges,Americana
The Kooks,Indie Pop/Indie Rock/Pop Rock
Padkarosda,Deathrock
Jennifer Lopez,Dance-Pop/Electro House/Contemporary R&B
Florist,Indie Folk/Singer-Songwriter/Bedroom Pop
The Kennedys,Jangle Pop/Folk Pop
Cavetown,Indie Pop/Bedroom Pop/Indie Folk
Wabie,Not Found
THE VOODOO DOLLS -,Not Found
Blind Willie McTell,Piedmont Blues/Country Blues/Blues
Al Massrieen,Arabic Pop
Sammy Rae & The Friends,Not Found
Jorja Smith,Contemporary R&B/Trip Hop/Alternative R&B
Wye Oak,Indie Pop/Indie Rock/Dream Pop
Little Walter,Chicago Blues/Blues/Electric Blues
Margot & The Nuclear So and So's,Canzone d'autore
RealYungPhil,East Coast Hip Hop/Plugg/Cloud Rap
Special Interest,Dance-Punk/Post-Punk/Noise Rock
feeble little horse,Noise Pop/Slacker Rock
Aaliyah,Contemporary R&B/Hip Hop Soul/Neo-Soul
Nine Inch Nails,Industrial Rock/Dark Ambient/Video Game Music
Little Simz,UK Hip Hop/Afro-Funk/Conscious Hip Hop
Immolation,Death Metal
Calvin Harris,Dance-Pop/Nu-Disco/Electro House
Charlie Burg,Not Found
Fireboy DML,Afrobeats
Cambrian Explosion,Heavy Psych
Jeff Aug,Not Found
"Little Nell, Patricia Quinn & Richard O'Brien",Not Found
Camera Obscura,Twee Pop/Chamber Pop/Indie Pop
Kirsty MacColl,Singer-Songwriter/Pop Rock/Jangle Pop
Chapterhouse,Shoegaze/Dream Pop/Baggy
Silver Apples,Psychedelic Rock/Electronic/Experimental Rock
Rupert Holmes,Yacht Rock/Soft Rock/Singer-Songwriter
T-Bone Walker,Electric Texas Blues/Electric Blues/Blues
Strawberry Switchblade,Twee Pop
Indigo Girls,Folk Pop/Singer-Songwriter/Folk Rock
Sleater-Kinney & Courtney Barnett,Indie Rock/Riot Grrrl/Indie Pop
Marcus Mumford,Not Found
Wordsworth,Not Found
Everything But the Girl,Sophisti-Pop/Downtempo/Deep House
Cibo Matto,Art Pop/Alternative Dance/Trip Hop
Gia Margaret,Singer-Songwriter/Indie Folk
Kansas,Progressive Rock/Hard Rock/AOR
Eric Hutchinson,Singer-Songwriter/Pop Rock
Momma,Indie Rock/Alternative Rock
Lightnin' Hopkins,Acoustic Texas Blues/Blues/Electric Texas Blues
High Tyde,Not Found
Saâda Bonaire,Synthpop/Dance-Pop/Trip Hop
Stone Temple Pilots,Alternative Rock/Grunge/Hard Rock
Joe Cocker,Pop Rock/Blues Rock/Blue-Eyed Soul
Pia Fraus,Shoegaze/Dream Pop
Los Lobos,Not Found
At the Drive-In,Post-Hardcore
Hiroshi Sato,City Pop/Synth Funk
Juan Gabriel,Cancion melodica/Latin Pop/Mariachi
Bauhaus,Gothic Rock/Post-Punk/Experimental Rock
Psychedelic Porn Crumpets,Heavy Psych/Psychedelic Rock/Stoner Rock
Modern Baseball,Midwest Emo/Pop Punk/Emo-Pop
Anxious,Emo/Emocore/Post-Hardcore
Ultimate Spinach,Psychedelic Rock/Pop Rock
Set It Off,Pop Rock/Pop Punk
Hoba Hoba Spirit,Hard Rock
No Vacation,Indie Pop/Jangle Pop/Bedroom Pop
Cryalot,Electropop/Bubblegum Bass/Electronic Dance Music
Blue Wave Theory,Not Found
Colter Wall,Western/Outlaw Country/Americana
Color Filter,Dream Pop/Indietronica/Shoegaze
Mom Jeans.,Emo-Pop/Midwest Emo/Pop Punk
Jonny Greenwood,Film Score/Modern Classical/Orchestral
Molly Tuttle,Singer-Songwriter/Progressive Bluegrass
Yung Lean,Cloud Rap/Trap/Pop Rap
"Crosby, Stills & Nash",Folk Rock/Pop Rock
Knocked Loose,Metalcore
Lots of Hands,Not Found
Knifeplay,Shoegaze/Dream Pop
Yusuf / Cat Stevens,Singer-Songwriter/Folk Pop/Folk Rock
Team Dresch,Queercore/Riot Grrrl/Indie Rock
Aterciopelados,Latin Alternative/Alternative Rock/Pop Rock
Moh Baretta,Plugg/East Coast Hip Hop/Cloud Rap
Pond,Grunge/Indie Rock
Smino & J. Cole,Pop Rap/Alternative R&B/Hip Hop
Equipoise Recast - Faceless Burial - At The Foothills Of Deliration,Death Metal
Suzanne Ciani,New Age/Progressive Electronic/Electronic
Jackson 5,Pop Soul/Disco/Soul
Absence Of Mine,Alternative Metal/Metalcore
Joni Mitchell,Singer-Songwriter/Vocal Jazz/Contemporary Folk
We Don't Ride Llamas,Not Found
Tate McRae,Alt-Pop/Pop/Electropop
Puce Mary,Death Industrial/Ambient/Drone
Marnik,Big Room House/Melbourne Bounce
Cosmo Pyke,Indie Rock/Singer-Songwriter
Hi-Fi Set,New Music/City Pop/Kaykyoku
Weldon Irvine,Jazz-Funk/Soul Jazz/Soul
At the Graves,Sludge Metal/Doom Metal/Atmospheric Sludge Metal
Alice In Chains,Grunge/Alternative Metal/Acoustic Rock
Mariya Takeuchi,City Pop/Disco
Rex Orange County,Bedroom Pop/Indie Pop/Neo-Soul
Cut Worms,Singer-Songwriter/Folk Rock
Skullcrusher,Indie Folk/Singer-Songwriter
Curtis Mayfield,Soul/Funk/Disco
Slutever,Slacker Rock/Garage Rock/Garage Punk
Mahalia,Contemporary R&B/Pop/Dance-Pop
Moon Tide Gallery,Dream Pop
The Happy Fits,Indie Rock/Indie Pop/Alternative Rock
A Flock of Seagulls,Synthpop/New Wave/New Romantic
Louie Zong,Jazz-Funk/Indie Pop/Folktronica
Soulja Boy,Southern Hip Hop/Trap/Snap
Ennio Morricone,Film Score/Spaghetti Western/Television Music
Monty Python,Comedy/Musical Comedy/Sketch Comedy
JVKE,Bedroom Pop/Contemporary R&B/Alt-Pop
Cursive,Indie Rock/Post-Hardcore/Midwest Emo
Blue Smiley,Slacker Rock
Heart,AOR/Hard Rock/Pop Rock
Uyama Hiroto,Instrumental Hip Hop/Nu Jazz
Albert King,Electric Blues/Blues/Soul Blues
MorMor,Indie Pop/Synthpop/Post-Punk
Alberto Barros,Not Found
Eva Cassidy,Vocal Jazz/Contemporary Folk/Adult Contemporary
µ-Ziq,IDM/Jungle/Ambient Techno
Asobi Seksu,Shoegaze/Dream Pop/Indie Pop
SALES,Bedroom Pop/Twee Pop
Oliver Sim,Alt-Pop/Indietronica/Art Pop
Magnitude,Metalcore/Hardcore Punk
Joyce Wrice,Contemporary R&B
Ramona Lisa,Art Pop/Ambient Pop
Martin Garrix,Festival Progressive House/Dance-Pop/Electro House
Air Supply,Soft Rock/Adult Contemporary/Pop
Hector Rey,Not Found
TV on the Radio,Indie Rock/Art Rock/Post-Punk Revival
Sean Nicholas Savage,Sophisti-Pop/Folk Pop/Singer-Songwriter
grentperez,Not Found
The Garden,Gothic Rock
hanggai,Contemporary Folk/Mongolian Throat Singing/Mongolian Music
Fugees,East Coast Hip Hop/Boom Bap/Hardcore Hip Hop
Ace Hashimoto,Not Found
John Paesano,Film Score/Television Music/Film Soundtrack
Fury,Hardcore Punk
The K's,Not Found
Foghat,Hard Rock/Blues Rock/Boogie Rock
Panic! at the Disco,Pop Rock/Power Pop/Electropop
Patrick Stump,Electropop/Contemporary R&B
Ari Bald,Deep House
Madison McFerrin,Neo-Soul/Art Pop/A cappella
The Frijid Pink,Hard Rock/Blues Rock/Acid Rock
half•alive,Indie Pop/Funktronica/Alt-Pop
Future,Country Rock
Strawberry Guy,Bedroom Pop/Dream Pop/Psychedelic Pop
Jenny Lewis,Pop Rock/Soft Rock/Singer-Songwriter
Foals,Indie Rock/Dance-Punk/Alternative Rock
Origami Angel,Emo-Pop/Midwest Emo/Pop Punk
Jefre Cantu-Ledesma,Ambient/Drone/Hypnagogic Pop
Fun.,Pop Rock/Indie Pop/Power Pop
Ryan Woods,Not Found
Pantera,Groove Metal/Thrash Metal/Heavy Metal
Angelo Badalamenti,Television Music/Film Score/Ambient
Ladytron,Electropop/Synthpop/Electroclash
Jelani Aryeh,Not Found
john williams,Not Found
Stone Rebel,Psychedelic Rock/Stoner Rock/Jam Band
Fly Golden Eagle,Not Found
Getatchew Mekurya,Ethio-Jazz
The Damned,Punk Rock/Post-Punk/Gothic Rock
Ghost Fame,Not Found
とみたゆう子,City Pop/Idol kay
Acetone,Slowcore/Alternative Rock
A Country Western,Slacker Rock
A CERTAIN RATIO -,Post-Punk/Funk/Dance-Punk
Frigid Pink,Not Found
Funky DL,UK Hip Hop/Jazz Rap/Instrumental Hip Hop
Fly By Nightcore,Techno/Electro/Electronic
Gerry Rafferty,Pop Rock/Soft Rock/Folk Rock
Mandy Moore & Zachary Levi,Teen Pop/Pop/Pop Rock
MIYAVI,Pop Rock/J-Rock/Electropop
Gerry Cinnamon,Pop Rock/Singer-Songwriter
Anti Lilly & Devante Hunter,Not Found
John Parr,AOR/Pop Rock/Film Soundtrack
"Jasmine Thompson,Trinix",Not Found
Manchester Orchestra,Indie Rock/Alternative Rock/Indie Folk
Galantis,Festival Progressive House/Tropical House/Electropop
Anna Nalick,Singer-Songwriter/Pop Rock/Acoustic Rock
Squirrel Flower,Singer-Songwriter/Indie Folk/Slowcore
The Dismemberment Plan,Indie Rock/Post-Punk Revival/Indie Pop
The Establishment,Not Found
The Dirty Mac,Not Found
GOT7,K-Pop/J-Pop/Contemporary R&B
Jean-Luc Ponty,Jazz Fusion/Jazz-Rock/Free Jazz
The Everly Brothers,Close Harmony/Pop/Country Pop
Leah Kate,Pop Punk/Pop Rock/Alt-Pop
The Expanding Universe,Not Found
Geek Music,Not Found
Geinoh Yamashirogumi,Tribal Ambient/New Age/Choral
La Luz,Surf Rock/Neo-Psychedelia/Indie Surf
カルロス・トシキ&オメガトライブ,City Pop
Fred again..,Progressive House/Garage House/Future Garage
Gel,Hardcore Punk
Jordana & TV Girl,Indie Pop/Bedroom Pop/Indie Rock
Makoto Matsushita,Not Found
Panchiko,Indie Rock
The Dodos,Indie Folk/Indie Rock/Indie Pop
Jerry Goldsmith,Film Score/Cinematic Classical/Film Soundtrack
Orminge - T.G.T.B. - Stockholm Soul,Darkwave
Aoife O'Donovan,Singer-Songwriter/Americana
The Dresden Dolls,Dark Cabaret/Piano Rock/Alternative Rock
Speedy West,Western Swing
AnimalJam,Post-Hardcore/Math Rock
The Dream Academy,Sophisti-Pop/Pop Rock
Ganser,Noise Rock/Post-Punk
Gary Numan,Industrial Rock/Synthpop/New Wave
Sum 41,Pop Punk/Skate Punk/Melodic Hardcore
Jazz Spastiks,Jazz Rap/Instrumental Hip Hop/Boom Bap
j^p^n,Lo-Fi Hip Hop
Adekunle Gold,Afrobeats
Garrett Noah,Big Beat
Leblanc and Carr,Not Found
Jordin Sparks,Contemporary R&B/Pop/Dance-Pop
The Hu,Not Found
Jason Derulo,Dance-Pop/Electropop/Contemporary R&B
SHEL,Not Found
Self Defense Family,Post-Hardcore/Emo/Post-Punk
Spin Doctors,Alternative Rock/Pop Rock/Blues Rock
Jon McKiel,Indie Folk
Lee Bains + The Glory Fires,Southern Rock
The Go! Team,Indietronica/Indie Pop/Indie Rock
Foreigner,Not Found
The Depreciation Guild,Shoegaze/Dream Pop
Magic City Hippies,Synth Funk
George Michael,Dance-Pop/Pop/Contemporary R&B
SICK CVNT,New York Hardcore/Hardcore Punk
Madds Buckley,Not Found
The Flying Pickets,A cappella/Pop/Vocal Group
Adam Melchor,Not Found
Arcade Fire & Owen Pallett,Indie Rock/Synthpop/Alternative Dance
Antonio Ocasio,Not Found
Orchestral Manoeuvres In the Dark,Synthpop/Dance-Pop/Film Soundtrack
French Police,Post-Punk/Coldwave
Sun Ra & His Astro-Infinity Arkestra,Free Jazz/Avant-Garde Jazz/Post-Bop
Free Nationals,Psychedelic Soul/Neo-Soul
Freddie Dredd,Memphis Rap/Trap
Mallrat,Alt-Pop/Alternative R&B
Jorge Jimenez Ft. Ray Bayona,Not Found
The Immediate Family,Not Found
Foxing,Indie Rock/Indie Pop/Midwest Emo
umru,Hyperpop/Bubblegum Bass
General Public,Pop Rock
La Sonora Matancera,Guaracha
Fox Academy,Bedroom Pop/Indie Folk
Fousheé,Alternative R&B/Neo-Soul/Alt-Pop
The Greeting Committee,Indie Pop/Indie Rock
The Dickies,Punk Rock/Pop Punk
SE SO NEON,Indie Rock/Indie Pop
The Flannel Attractions,Pop Rock/New Wave
The Isley Brothers,Soul/Funk/Smooth Soul
Limes,Not Found
Giant Claw,Progressive Electronic/Glitch/Chiptune
JPEGMAFIA,Cloud Rap/Industrial Hip Hop/Experimental Hip Hop
Horii Katsumi Project,City Pop/Jazz Fusion/Smooth Jazz
Palace,Indie Rock/Indie Pop
JOHN FRANEAVILLA -,Not Found
JONATHAN X AND BLACK HEAT -,Not Found
Hooky,Not Found
POLO PERKS <3 <3 <3,East Coast Hip Hop/Trap/Plugg
Hoodoo Gurus,Power Pop/Garage Rock/Jangle Pop
slchld,Not Found
Taj Mahal,Blues/Acoustic Blues/Blues Rock
Albert Hammond,Singer-Songwriter/Pop/Pop Rock
Homer & Jethro,Progressive Rock/Psychedelic Rock
"Lorne Balfe, Harold Faltermeyer, Lady Gaga & Hans Zimmer",Film Score/Television Music/Film Soundtrack
Steven Falcon,Not Found
Tacoma Radar,Not Found
Taio Cruz,Dance-Pop/Electropop/Contemporary R&B
Steven Universe,Not Found
Joanne Robertson,Not Found
TUPELO CHAIN SEX -,Art Punk
TUMOR CIRCUS -,Noise Rock
TULIPS -,Noise Rock
Hunx & His Punx,Garage Rock
TOWEL -,Not Found
Sam Gellaitry,Future Bass/Dance-Pop/Synth Funk
Lil Yen,Trap/Pop Rap/Bop
PRIMITIVE HANDS -,Not Found
TRICKY WOO -,Not Found
Howard Shore & Ornette Coleman,Film Score/Cinematic Classical/Film Soundtrack
Joan Osborne,Pop Rock/Blue-Eyed Soul/Christmas Music
TRIPLE FORBIDDEN TABOO -,Not Found
TRIPLE XXX GIRLS -,New Wave
TROUSER -,Not Found
TROUT LYNCH -,Not Found
Loona,K-Pop/Dance-Pop/Electropop
Hot Mulligan,Emo/Pop Punk
TRUNK FEDERATION -,Not Found
Saucy Santana,Southern Hip Hop/Trap/Pop Rap
Save Ferris,Ska Punk/Third Wave Ska
TOTO,AOR/Pop Rock/Yacht Rock
ARNO KLEINI! -,Chanson
Jet,Not Found
Tavares,Disco/Soul/Smooth Soul
Alfie Templeman,Indie Pop/Indie Rock/Dance-Pop
Stevie Ray Vaughan,Blues Rock/Electric Texas Blues/Electric Blues
Latto,Southern Hip Hop/Trap/Memphis Rap
PARTYNEXTDOOR,Alternative R&B/Contemporary R&B/Afrobeats
Jessie Ware,Dance-Pop/Nu-Disco/Electro-Disco
Safety Trance & Arca,Latin Electronic
Steppenwolf,Hard Rock/Psychedelic Rock/Blues Rock
Aidan Bissett,Not Found
Loudon Wainwright III,Singer-Songwriter/Contemporary Folk/Film Soundtrack
Picturesque,Post-Hardcore
Louie Vega,House/Funky House
Teedra Moses,Contemporary R&B
Heavens to Betsy,Not Found
Heavenly,Not Found
"Heroes Glory - DOMINANT PATRI - Heroes Glory One Sided 12"" (2022 Reissue)",Not Found
Saint Etienne,Indie Pop/Alternative Dance/Synthpop
rockwell,Synth Funk/Dance-Pop
Tasha,Not Found
Los Cantores de Bayamon,Hispanic American Folk Music
Alemayehu Eshete,Tizita/Ethio-Jazz/Soul
shirley kwan,Cantopop/J-Pop
Hockey Dad,Indie Rock
Talib Kweli,East Coast Hip Hop/Conscious Hip Hop/Chipmunk Soul
Talib Kweli & Hi-Tek,East Coast Hip Hop/Conscious Hip Hop/Chipmunk Soul
Talk Down,Post-Grunge/Pop Rock/Alternative Rock
Stephen Sanchez,Pop Soul/Blue-Eyed Soul/Indie Pop
Joe Bonamassa,Blues Rock/Acoustic Blues/Hard Rock
Tally Hall,Indie Pop/Pop Rock/Indie Rock
Stephen Malkmus,Indie Rock/Indietronica/Indie Pop
Alexandra Savior,Indie Pop/Psychedelic Pop/Neo-Psychedelia
Hikaru Utada,J-Pop/Contemporary R&B/Dance-Pop
Sainté,UK Hip Hop/Trap
Joe Corti,Nu-Disco
Hurlee,Not Found
Joan Armatrading,Singer-Songwriter/Folk Rock/Pop Rock
Lido Pimienta,Art Pop/Latin Electronic/Cumbia
THE SPACE INVADERS -,Not Found
Iramo,Not Found
Jill Scott,Neo-Soul/Contemporary R&B
T. TEX EDWARDS & LITHIUM X MAS -,Not Found
Abbie Ozard,Not Found
Inova,Not Found
JEFF DAHL -,Punk Rock
THE SENSATIONAL ALEX HARVEY BAND -,Glam Rock/Hard Rock
Inhaler,Post-Punk Revival/Indie Rock
Incendiary,Metalcore/New York Hardcore
Lilly Hiatt,Alt-Country/Singer-Songwriter
Parannoul,Shoegaze/Emo/Noise Pop
Indigo De Souza,Indie Rock/Slacker Rock
THE TIMES -,Mod Revival/Indie Pop/Baggy
Indian Wells,Not Found
T-Rextasy,Indie Pop
India.Arie,Neo-Soul/Contemporary R&B
THE METERS -,Funk/Deep Funk/New Orleans R&B
JAWNY,Bedroom Pop/Indie Pop/Hypnagogic Pop
Irma Thomas,Southern Soul/Soul/New Orleans R&B
THE JIVE TURKEYS -,Not Found
THE (VERY NICE) PLANTS -,Not Found
Akbar,Boom Bap
THE BLSSM,Not Found
Akiko Mizuhara,City Pop
THE BYRDS -,Folk Rock/Psychedelic Rock/Country Rock
yasuha,City Pop
Abner Jay,Country Blues
Linda Ronstadt,Country Rock/Pop/Pop Rock
Lilys,Not Found
Sarah & Christian Dugas,Not Found
THE DANDY WARHOLS -,Neo-Psychedelia/Alternative Rock/Indie Rock
Link Wray,Rock & Roll/Rockabilly/Garage Rock
JACK YAK -,Not Found
Linkin Park,Alternative Rock/Nu Metal/Rap Rock
Jim Legxacy,Alternative R&B
JIMMY SMITH -,Not Found
In the Woods...,Progressive Metal/Atmospheric Black Metal/Avant-Garde Metal
Hypermix Sound System,Alternative Dance/Dance-Punk/Pop Rock
IDLES,Post-Punk/Post-Hardcore/Art Punk
IZ*ONE,J-Pop/Dance-Pop/K-Pop
Liliana,Not Found
Samm Henshaw,Contemporary R&B
THE WOLVERTON BROTHERS -,Not Found
THE YARD APES -,Not Found
INXS,Pop Rock/New Wave/Alternative Rock
ILLENIUM,Melodic Dubstep/Future Bass/Electronic Dance Music
THE YOUNG PROFESSIONALS -,Not Found
Imprecation - Devil's Furnace - In Nomine Diaboli,Not Found
Steve Earle,Americana/Country Rock/Alt-Country
Jiwoo,Not Found
TLC,Contemporary R&B/New Jack Swing/Pop
Sam Smith,Not Found
Steve Conte,Not Found
I Monster,Trip Hop/Neo-Psychedelia
Sylvan Esso,Indietronica/Electropop/Glitch Pop
THE WILD STARES -,Post-Punk/Indie Rock
Jimmy Hall,Not Found
Ian Munsick,Not Found
THE WESTERN FRONT -,Cowpunk
THE TROLLS -,Not Found
THE TV BABIES -,Not Found
Parcels,Nu-Disco/Boogie/Disco
THE UNTAMED YOUTH -,Surf Rock/Garage Rock Revival
Sarah and the Sundays,Not Found
Little Village,Roots Rock
System Of A Down,Alternative Metal/Alternative Rock/Avant-Garde Metal
THE VENDETTAS -,Not Found
Iggy Pop,Alternative Rock/Hard Rock/New Wave
AZ,East Coast Hip Hop/Boom Bap/Hardcore Hip Hop
THE WALLETS -,Not Found
THE WANKIN' TEENS -,Not Found
THE WEE PAPA GIRLS -,UK Hip Hop
Jimmy Eat World,Alternative Rock/Emo-Pop/Emo
Ice Cube,West Coast Hip Hop/Gangsta Rap/Political Hip Hop
Heather Woods Broderick,Contemporary Folk/Ambient
Seu Jorge,Samba-rock
lovelytheband,Pop Rock/Indie Pop
The Blue Nile,Sophisti-Pop/Art Pop/Ambient Pop
Grandaddy,Indie Rock/Indie Pop/Slacker Rock
Grand Scheme,Not Found
AERO GROS M,HexD/Cloud Rap/Experimental Hip Hop
The Blasters,Rockabilly/Roots Rock/Rock & Roll
Grady,Southern Rock/Blues Rock/Stoner Rock
midwxst,Pop Rap/Trap/Digicore
"Lydia Ganada,Aleebi",Not Found
Lykke Li,Indie Pop/Art Pop/Singer-Songwriter
SPIRIT OF THE BEEHIVE,Neo-Psychedelia/Indie Rock/Noise Pop
Gov't Mule,Southern Rock/Blues Rock/Jam Band
Gouge Away,Hardcore Punk
The Blues Magoos,Psychedelic Rock/Garage Rock/Jazz-Rock
Lyle Lovett,Progressive Country/Singer-Songwriter/Contemporary Country
The Bonzo Dog Doo-Dah Band,Comedy Rock/Psychedelic Pop/Music Hall
michel legrand,Film Score/Film Soundtrack/Chanson
Gorgeous Bully,Slacker Rock/Indie Pop
Greg Freeman,Not Found
STATIC AGE -,Not Found
The Bird and the Bear,Not Found
morcheeba,Trip Hop/Pop/Downtempo
Guided By Voices,Slacker Rock/Indie Rock/Power Pop
Guerilla Toss,Dance-Punk/Neo-Psychedelia/New Wave
Luke Hemmings,Not Found
STEFAN WEISSER -,Not Found
James Newton Howard,Film Score/Film Soundtrack/Cinematic Classical
Always Mirin,Indie Pop/Jangle Pop
The Beat Farmers,Roots Rock/Cowpunk
J.J. Cale,Blues Rock/Country Rock/Roots Rock
Lunar Vacation,Indie Pop/Dream Pop/Christmas Music
Grizzly Bear,Neo-Psychedelia/Indie Rock/Psychedelic Pop
Lung Leg,Riot Grrrl
Pink Fog - Sonja - Loud Arriver,Not Found
AKIRA WADA with FRIENDS,Not Found
Gretchen Peters,Singer-Songwriter/Americana
The Big Moon,Indie Rock/Indie Pop/Alternative Rock
michael kamen,Film Score/Film Soundtrack/Cinematic Classical
John Lee Hooker,Electric Blues/Blues/Delta Blues
Gumm,Not Found
Girls' Generation,K-Pop/Dance-Pop/J-Pop
The Chesterfield Kings,Garage Rock/Garage Rock Revival/Psychedelic Rock
Leonard Bernstein & New York Philharmonic,Modern Classical/Symphony/Show Tunes
Leon Vynehall,Downtempo/Deep House/Future Garage
Glass Animals & Raz & Afla,Alt-Pop/Indietronica/Alternative R&B
Stagnant Fools - Mock Execution - Killed By Mock Execution,Not Found
The Chosen Few,Reggae
MC Campbelle,Southern Hip Hop/Miami Bass/Electro
MC5,Garage Rock/Proto-Punk/Hard Rock
The Budos Band,Jazz-Funk/Funk/Deep Funk
ME REX,Indie Rock
METZ,Not Found
Ginuwine,Contemporary R&B/Hip Hop Soul
Andy,Not Found
AB's,Not Found
Gillian Welch,Americana/Contemporary Folk/Singer-Songwriter
MF DOOM & Omega Red,East Coast Hip Hop/Abstract Hip Hop/Instrumental Hip Hop
Os Mutantes,Psychedelic Rock/Tropicalia/Bolero
Pip Millett,Neo-Soul
Glen Campbell,Country Pop/Countrypolitan/Nashville Sound
Janis Ian,Singer-Songwriter/Folk Pop/Contemporary Folk
Peter Tosh,Roots Reggae/Reggae/Rocksteady
The Buggles,Synthpop/New Wave/Progressive Pop
Goldfinger,Not Found
The Butchies,Queercore/Power Pop
The Buttertones,Indie Rock/Garage Rock
Shadow Self - Denial of Life - No Reason,Not Found
Godiego & Ken Narita,Pop Rock/Television Music/Bubblegum
Jane's Addiction,Alternative Rock/Acoustic Rock/Funk Metal
meenoi,Not Found
Go_A,Trance/Electronic Dance Music/Psytrance
Phantom Planet,Power Pop/Alternative Rock/Indie Rock
Gnarls Barkley,Neo-Soul/Pop Soul/Trip Hop
"Lahaka Rhetorit,Yossi Elephant",Not Found
Oscar Peterson,Jazz/Cool Jazz/Christmas Music
The Charlie Daniels Band,Southern Rock/Country Rock/Country
Pinegrove,Indie Rock/Alt-Country/Midwest Emo
The Band Perry,Contemporary Country/Country Pop/Adult Contemporary
Stegosaurus Rex,Not Found
Édith Piaf,Not Found
Lovesliescrushing,Ambient/Drone/Shoegaze
Superorganism,Indietronica/Electropop/Glitch Pop
Terror,Hardcore Punk/Metalcore/Beatdown Hardcore
Jakob,Post-Rock
Lewis OfMan,Synthpop/Electropop/French Pop
Sa!koro,PluggnB
Hans Zimmer & Benjamin Wallfisch,Film Score/Cinematic Classical/Epic Music
Ryan Gosling & Emma Stone,Not Found
Larkin Poe,Blues Rock/Folk Rock/Americana
Lubalin,Not Found
Stealers Wheel,Pop Rock/Folk Rock/British Folk Rock
Oxlade,Afrobeats
Owl City & Carly Rae Jepsen,Indietronica/Electropop/Pop Rock
Thaiboy Digital,Trap/Cloud Rap/Pop Rap
Luckaleannn,Cloud Rap/Trap/Experimental Hip Hop
Owl City,Indietronica/Electropop/Pop Rock
Tennis,Electronic/IDM
the strokes,Indie Rock/Garage Rock Revival/Post-Punk Revival
Tenci,Not Found
Love_1,Not Found
redveil,East Coast Hip Hop/Abstract Hip Hop/Trap
Teenage Fanclub,Power Pop/Jangle Pop/Alternative Rock
Hazel English,Indie Pop/Dream Pop/Synthpop
quinn,Not Found
Louis Prima,Swing/Traditional Pop/Big Band
Louis The Child,Future Bass/Electropop/Alt-Pop
Louke Man,Outsider House
Jacques Greene,Future Garage/UK Bass/UK Funky
Jadakiss,East Coast Hip Hop/Hardcore Hip Hop/Pop Rap
Harvey Danger,Alternative Rock/Power Pop/Indie Rock
Survivor,AOR/Hard Rock/Film Soundtrack
Harto Falión,Plugg/Cloud Rap/Pop Rap
Pierce Fulton,Indie Pop/Festival Progressive House/Progressive House
Joe Satriani,Hard Rock/Progressive Rock/Rock
Harry Chapin,Singer-Songwriter/Soft Rock/Folk Rock
Hako Yamasaki,Folk Pop/Singer-Songwriter/New Music
Hailu Mergia & The Walias,Ethio-Jazz
James McMurtry,Singer-Songwriter/Roots Rock/Americana
Alps Cru,Hip Hop/Boom Bap
John Cale,Art Rock/Art Pop/Baroque Pop
Starry Cat,Not Found
The Aquadolls,Surf Rock/Slacker Rock
The Arcs,Blues Rock/Indie Rock
Over The Garden Wall,Not Found
The Association,Not Found
H2O,Not Found
Lukas Nelson & Promise of the Real,Not Found
The 5th Dimension,Pop Soul/Sunshine Pop/Psychedelic Pop
Gym Class Heroes,Pop Rap/Dance-Pop/East Coast Hip Hop
Altan Urag,Folk Rock/Mongolian Throat Singing/Mongolian Music
Jessica Lea Mayfield,Alt-Country/Indie Rock/Singer-Songwriter
Let's Eat Grandma,Electropop/Dance-Pop/Electro House
Peter Bjorn and John,Indie Pop/Indie Rock
Aluna,Not Found
Guns N' Roses,Hard Rock/Glam Metal/Acoustic Rock
HARLO,Not Found
John Baldry,Blues Rock/Blues/Pop
Luis Enrique,Salsa romantica/Latin Pop
Levon Helm,Roots Rock/Country Rock/Americana
Allen Toussaint,New Orleans R&B/Southern Soul/New Orleans Blues
James Brown & The Famous Flames,Funk/Soul/Rhythm & Blues
Hailee Steinfeld,Electropop/Dance-Pop/Film Soundtrack
The Aces,Pop Rock/Dance-Pop
The Adult Net,Indie Pop/Pop Rock/New Wave
The Alan Parsons Project,Progressive Pop/Art Rock/Pop Rock
The Alchemist,Instrumental Hip Hop/Abstract Hip Hop/Drumless
James Ferraro,Hypnagogic Pop/Utopian Virtual/Ambient
James Gang,Hard Rock/Blues Rock/Rock
The All-American Rejects,Pop Rock/Alternative Rock/Power Pop
HONNE,Alternative R&B/Synthpop/Contemporary R&B
Starship,Pop Rock/AOR/Film Soundtrack
Stars Of The Lid,Ambient/Drone
Stars Hollow,Midwest Emo
HELIUM -,Not Found
Ariana Grande & Nathan Sykes,Contemporary R&B/Dance-Pop/Electropop
Eleri Ward,Plunderphonics
Spanish Harlem Orchestra,Salsa dura
Yuko Imai,City Pop
Clarence Clarity,Glitch Pop/Alternative R&B/Electropop
Refugee Camp All Stars,Hip Hop
